弹幕内容,发送位置,发送时间,弹幕类型,弹幕字体大小,发送者id
888888,0分40秒,2023--04--09 12:18:43,普通弹幕,25,c8f843bc
88888888,0分30秒,2023--04--09 12:17:50,普通弹幕,25,f7b013bb
管你吃没吃饱,0分3秒,2023--04--09 12:17:43,普通弹幕,25,c9e933f6
888888,0分24秒,2023--04--09 12:17:30,普通弹幕,25,99a5cda8
888888,0分23秒,2023--04--09 12:17:23,普通弹幕,25,99a5cda8
888888,0分14秒,2023--04--09 12:17:01,普通弹幕,25,99a5cda8
888888,0分22秒,2023--04--09 12:16:50,普通弹幕,25,ef73425c
888888,0分27秒,2023--04--09 12:16:33,普通弹幕,25,90d65ea4
《坦挞》,0分14秒,2023--04--09 12:16:06,顶部弹幕,25,2f8eea5d
888888,0分17秒,2023--04--09 12:15:52,普通弹幕,25,52b3e1b3
888888,0分26秒,2023--04--09 12:15:44,普通弹幕,25,60febd1f
888888,0分30秒,2023--04--09 12:14:59,普通弹幕,25,df162be8
888888,0分54秒,2023--04--09 12:14:06,普通弹幕,25,ae8c5c78
888888,0分50秒,2023--04--09 12:13:17,普通弹幕,25,8d69beac
BGM是起床铃的怕不是我们深圳科学高中,5分39秒,2023--04--09 12:12:11,普通弹幕,25,f3f0e300
8888888,0分18秒,2023--04--09 12:10:31,普通弹幕,25,c9610261
88888,0分32秒,2023--04--09 12:10:17,普通弹幕,25,5bfb65a0
8,0分39秒,2023--04--09 12:10:15,普通弹幕,25,c2bf8ba
888888,0分44秒,2023--04--09 12:08:24,普通弹幕,25,e5fb5604
好饿啊,6分8秒,2023--04--09 12:06:29,普通弹幕,25,908710ec
888,0分25秒,2023--04--09 12:05:35,普通弹幕,25,289d08de
我要白嫖，哈哈哈,6分23秒,2023--04--09 12:04:41,普通弹幕,25,76c2ece6
888888,0分54秒,2023--04--09 12:04:12,普通弹幕,25,bcbda1a8
888888,0分28秒,2023--04--09 12:03:20,普通弹幕,25,de62940e
888888,0分40秒,2023--04--09 12:03:02,普通弹幕,25,55287f7
888888,0分26秒,2023--04--09 12:02:48,普通弹幕,25,f5acdfd5
888888,0分42秒,2023--04--09 12:01:12,普通弹幕,25,7d6b4756
想吃,0分16秒,2023--04--09 12:00:33,普通弹幕,25,908710ec
888888,0分27秒,2023--04--09 11:59:59,普通弹幕,25,50206f52
进鼻子了 哈哈哈哈哈,5分52秒,2023--04--09 11:58:32,普通弹幕,25,a7efc9db
8888888,0分17秒,2023--04--09 11:56:56,普通弹幕,25,c9994596
888888,0分24秒,2023--04--09 11:56:50,普通弹幕,25,b76a9ae7
炫我嘴里,0分7秒,2023--04--09 11:56:40,普通弹幕,25,c9994596
8888888,0分15秒,2023--04--09 11:56:11,普通弹幕,25,4c569b1d
888888,0分19秒,2023--04--09 11:51:48,普通弹幕,25,c80faf24
8,0分17秒,2023--04--09 11:50:55,普通弹幕,25,61aebf83
《沪中有盖口技者》,0分53秒,2023--04--09 11:50:16,顶部弹幕,25,12bc7e6a
888888,0分26秒,2023--04--09 11:49:57,普通弹幕,25,f31936dc
888888,0分29秒,2023--04--09 11:49:32,普通弹幕,25,5346801a
888888,0分26秒,2023--04--09 11:49:08,普通弹幕,25,800bc886
[OHHHHHHHH],4分58秒,2023--04--09 11:47:39,普通弹幕,25,f50560f0
8888888,0分15秒,2023--04--09 11:44:42,普通弹幕,25,9c7ce7c8
888888,0分29秒,2023--04--09 11:43:33,普通弹幕,25,bd96157f
？,0分36秒,2023--04--09 11:43:30,普通弹幕,25,2f8bc545
6,0分2秒,2023--04--09 11:42:56,普通弹幕,25,2f8bc545
8,0分20秒,2023--04--09 11:41:40,普通弹幕,25,418d9902
888888,0分17秒,2023--04--09 11:41:22,普通弹幕,25,3b60be34
这进度条一看就不对 ,1分57秒,2023--04--09 11:38:27,普通弹幕,25,546488f8
888888,0分32秒,2023--04--09 11:37:34,普通弹幕,25,955990f2
888888,0分55秒,2023--04--09 11:34:14,普通弹幕,25,605ec816
最顶上弹幕怎么整的啊好牛的样子,0分35秒,2023--04--09 11:33:25,普通弹幕,25,8c08e9d0
5人份蛋挞。。。,0分43秒,2023--04--09 11:31:53,普通弹幕,25,a499d3cc
吸吸里人DNA动了,6分9秒,2023--04--09 11:27:15,普通弹幕,25,ada837c6
888888,0分34秒,2023--04--09 11:23:43,普通弹幕,25,da80d09d
8888888,0分45秒,2023--04--09 11:23:39,普通弹幕,25,aa075a52
懂了，现在就去吃薯片,5分40秒,2023--04--09 11:18:12,普通弹幕,25,2fd43f9f
888888,0分27秒,2023--04--09 11:17:51,普通弹幕,25,7d5c7bd8
888888,0分31秒,2023--04--09 11:17:42,普通弹幕,25,1e513d16
888888,0分25秒,2023--04--09 11:13:59,普通弹幕,25,9c964113
爆浆流汁哎··我喜欢,2分40秒,2023--04--09 11:13:56,顶部弹幕,25,6faa9ce7
888888,0分17秒,2023--04--09 11:13:31,普通弹幕,25,100b803a
888888,0分43秒,2023--04--09 11:13:25,普通弹幕,25,ecf0051c
888888,0分22秒,2023--04--09 11:13:24,普通弹幕,25,65e58d2f
如果是我做的，这就算是世纪大成功了！,2分9秒,2023--04--09 11:12:52,顶部弹幕,25,6faa9ce7
888888,0分25秒,2023--04--09 11:12:16,普通弹幕,25,d99f9013
888888,0分22秒,2023--04--09 11:10:14,普通弹幕,25,25cca4f7
8888888,0分51秒,2023--04--09 11:09:49,普通弹幕,25,975e9d6c
《流心蛋挞》,2分38秒,2023--04--09 11:07:56,普通弹幕,25,a7ff61f1
888888,0分16秒,2023--04--09 11:07:14,普通弹幕,25,fde7a177
挞皮脆就翻车了，不划牙床么？要酥,5分31秒,2023--04--09 11:04:34,普通弹幕,25,e9e078cf
8,0分26秒,2023--04--09 11:02:51,普通弹幕,25,4a9d49ea
888888,0分28秒,2023--04--09 11:01:59,普通弹幕,25,e9fcc9e5
你这面图有个锤子气？,1分18秒,2023--04--09 10:59:52,普通弹幕,25,e9e078cf
8888888,0分16秒,2023--04--09 10:59:07,普通弹幕,25,ef1c0b00
888888,0分27秒,2023--04--09 10:57:06,普通弹幕,25,4a665bcc
888888,0分26秒,2023--04--09 10:56:23,普通弹幕,25,d03ac6ba
888888,0分43秒,2023--04--09 10:53:36,普通弹幕,25,b74f1930
8888888,0分23秒,2023--04--09 10:53:26,普通弹幕,25,666f797a
bgm是学校起床铃（哭）,5分34秒,2023--04--09 10:51:14,普通弹幕,25,3e7c5508
888888,0分47秒,2023--04--09 10:48:43,普通弹幕,25,819c1c6e
888888,0分51秒,2023--04--09 10:48:12,普通弹幕,25,102c93c6
这里是猛男种地的xxx天,0分58秒,2023--04--09 10:46:40,顶部弹幕,25,ca16bafd
8,0分25秒,2023--04--09 10:44:50,普通弹幕,25,641dcafe
我闻到了！！！！！,5分33秒,2023--04--09 10:42:36,普通弹幕,25,6a079f18
下次一定，下次一定。,0分29秒,2023--04--09 10:40:53,普通弹幕,25,6a7642fe
888888,0分27秒,2023--04--09 10:35:38,普通弹幕,25,10cac213
888888,0分25秒,2023--04--09 10:35:26,普通弹幕,25,10cac213
888888,0分27秒,2023--04--09 10:35:21,普通弹幕,25,ea350000
888888,0分51秒,2023--04--09 10:31:47,普通弹幕,25,a048c98b
888888,0分45秒,2023--04--09 10:31:36,普通弹幕,25,a048c98b
888888,0分15秒,2023--04--09 10:28:32,普通弹幕,25,175c0473
88888888,0分47秒,2023--04--09 10:28:13,顶部弹幕,25,4077f9ca
8888888,0分26秒,2023--04--09 10:28:05,普通弹幕,25,fc528f26
888888,0分21秒,2023--04--09 10:26:21,普通弹幕,25,3ccb2452
888888,0分25秒,2023--04--09 10:26:08,顶部弹幕,25,8f2fa7a3
没有（即答）,0分1秒,2023--04--09 10:24:51,普通弹幕,25,d24d5cbc
富士山喷发,5分16秒,2023--04--09 10:22:34,普通弹幕,25,a2771ea0
888888,0分58秒,2023--04--09 10:21:04,普通弹幕,25,de680a92
888888,0分46秒,2023--04--09 10:20:52,普通弹幕,25,de680a92
888888,0分38秒,2023--04--09 10:20:44,普通弹幕,25,de680a92
888888,0分24秒,2023--04--09 10:20:30,普通弹幕,25,de680a92
88888,0分24秒,2023--04--09 10:19:08,普通弹幕,25,76dc5844
有一种萧炎参加炼丹大赛发现丹方错了的感觉,3分8秒,2023--04--09 10:17:51,普通弹幕,25,c6786b3b
888888,0分16秒,2023--04--09 10:17:12,普通弹幕,25,cea1931a
888888,0分37秒,2023--04--09 10:16:50,普通弹幕,25,e1bb7321
懂了这就去吃花蕊,5分31秒,2023--04--09 10:15:54,顶部弹幕,25,7bd9e219
888888,0分53秒,2023--04--09 10:14:26,普通弹幕,25,38173e9a
888888,0分21秒,2023--04--09 10:13:39,普通弹幕,25,5ff73da6
888888,0分34秒,2023--04--09 10:13:20,普通弹幕,25,38173e9a
888888,0分32秒,2023--04--09 10:13:15,普通弹幕,25,871d69a7
我靠怎么上课了,5分58秒,2023--04--09 10:09:42,普通弹幕,25,16741834
？？？？？？？,1分12秒,2023--04--09 10:08:24,普通弹幕,25,fcc9cc55
888888,0分38秒,2023--04--09 10:07:27,普通弹幕,25,29a292d3
妈耶上课了快溜,6分0秒,2023--04--09 10:06:52,普通弹幕,25,80eead7
888888,0分38秒,2023--04--09 10:06:49,普通弹幕,25,f317045a
88888888,0分29秒,2023--04--09 10:06:36,普通弹幕,25,f317045a
进度不对,4分6秒,2023--04--09 10:06:14,顶部弹幕,25,adc76501
888888,0分36秒,2023--04--09 10:04:28,普通弹幕,25,85488da6
888888,0分42秒,2023--04--09 10:03:51,普通弹幕,25,129efb3f
8,0分14秒,2023--04--09 10:03:49,普通弹幕,25,7b848f16
888888,0分17秒,2023--04--09 10:03:35,普通弹幕,25,56e9be3a
8,0分22秒,2023--04--09 10:02:11,普通弹幕,25,f613c99d
888888,0分19秒,2023--04--09 10:01:59,普通弹幕,25,ee641710
翻车区up主,1分58秒,2023--04--09 10:01:40,普通弹幕,25,acd8dd06
888888,0分50秒,2023--04--09 10:00:02,普通弹幕,25,e6990ba0
888888,0分50秒,2023--04--09 09:59:33,普通弹幕,25,b8a5049d
888888,0分25秒,2023--04--09 09:59:16,普通弹幕,25,7bf53fc3
88888,0分14秒,2023--04--09 09:57:43,普通弹幕,25,25a3ecb8
888888,0分52秒,2023--04--09 09:54:49,普通弹幕,25,fc9afc00
8888880,0分24秒,2023--04--09 09:54:21,普通弹幕,25,b9736f60
888888,0分48秒,2023--04--09 09:53:22,普通弹幕,25,8ec8762
888888,0分56秒,2023--04--09 09:53:08,普通弹幕,25,7ebf7d6c
888888,0分23秒,2023--04--09 09:50:09,普通弹幕,25,e107f99b
888888,0分16秒,2023--04--09 09:45:07,普通弹幕,25,3d9009a
888888,0分17秒,2023--04--09 09:44:21,普通弹幕,25,bb96d82
蛐蛐蛋挞皮,2分16秒,2023--04--09 09:44:05,普通弹幕,25,8966f8e3
888888,0分39秒,2023--04--09 09:43:41,普通弹幕,25,87214ede
888888,0分38秒,2023--04--09 09:43:34,普通弹幕,25,6402616
888888,0分33秒,2023--04--09 09:42:12,普通弹幕,25,c514f368
888888,0分25秒,2023--04--09 09:39:53,普通弹幕,25,8dd7c87d
888888,0分25秒,2023--04--09 09:37:10,普通弹幕,25,e8857f9f
888888,0分39秒,2023--04--09 09:36:59,普通弹幕,25,cd554e4c
888888,0分18秒,2023--04--09 09:36:43,普通弹幕,25,1f6f68c9
888888,0分26秒,2023--04--09 09:34:57,普通弹幕,25,ee3f204f
888888,0分33秒,2023--04--09 09:33:59,普通弹幕,25,a353d53a
888888,0分23秒,2023--04--09 09:33:58,普通弹幕,25,69079a24
888888,0分39秒,2023--04--09 09:33:45,顶部弹幕,25,b621f1a0
888888,0分25秒,2023--04--09 09:32:17,普通弹幕,25,fdade526
888888,0分39秒,2023--04--09 09:25:57,普通弹幕,25,7fc6af22
后头稀碎无所谓（,5分36秒,2023--04--09 09:25:37,普通弹幕,25,8cf37453
披萨（确信）,2分3秒,2023--04--09 09:25:36,普通弹幕,25,63fb10a5
饿了,0分15秒,2023--04--09 09:25:31,普通弹幕,25,67fa2161
888888,0分45秒,2023--04--09 09:25:17,普通弹幕,25,2e5df788
888888,0分37秒,2023--04--09 09:20:30,顶部弹幕,25,933beba0
绵羊体重有点沉淀,6分35秒,2023--04--09 09:19:25,普通弹幕,25,2efd8293
88888888,0分16秒,2023--04--09 09:14:46,普通弹幕,25,bf961ab8
888888,0分34秒,2023--04--09 09:10:52,普通弹幕,25,742e3a9a
888888,0分18秒,2023--04--09 09:10:48,普通弹幕,25,fd34db55
888888,0分54秒,2023--04--09 09:07:56,顶部弹幕,25,737c32cd
88888,0分20秒,2023--04--09 09:07:30,顶部弹幕,25,73997c98
888888,0分53秒,2023--04--09 09:07:09,普通弹幕,25,8c08669d
888888,0分26秒,2023--04--09 09:04:22,普通弹幕,25,ca11edf1
研0休息室,0分9秒,2023--04--09 09:02:11,普通弹幕,25,7761bd25
88888,0分37秒,2023--04--09 09:01:42,普通弹幕,25,32baf488
888888,0分52秒,2023--04--09 08:59:36,普通弹幕,25,a92bcc99
888888,0分17秒,2023--04--09 08:58:09,普通弹幕,25,de6a3f0a
888888,0分32秒,2023--04--09 08:54:41,普通弹幕,25,824ccaca
888888,0分17秒,2023--04--09 08:53:01,顶部弹幕,25,a82a2dc
