弹幕内容,发送位置,发送时间,弹幕类型,弹幕字体大小,发送者id
《分层设色地形图》,0分48秒,2022--09--14 12:16:07,普通弹幕,25,3f09eeab
[ohhhhhhhhh],4分57秒,2022--09--13 20:11:47,普通弹幕,25,5cc32e5d
「killer queen第三炸弹败者食尘」,3分27秒,2022--09--13 19:57:24,顶部弹幕,25,49c3997f
太香了,0分12秒,2022--09--13 16:46:36,普通弹幕,25,9074c409
好想吃,0分23秒,2022--09--12 21:30:47,普通弹幕,25,a81c76c
想吃,0分6秒,2022--09--12 20:48:15,普通弹幕,25,4a0eb8d0
成华大道！成都！,0分26秒,2022--09--12 18:44:56,普通弹幕,25,5fe271bd
想吃,0分4秒,2022--09--12 18:01:20,普通弹幕,25,53084a6a
《土       豆》,2分59秒,2022--09--12 13:44:02,顶部弹幕,25,6f012d80
一步到胃,0分5秒,2022--09--12 13:15:00,普通弹幕,25,c40ae885
口水,0分6秒,2022--09--12 13:07:30,普通弹幕,25,cd22387
从明月那里过来的！！！绵羊辛苦了！！,0分2秒,2022--09--12 10:54:03,普通弹幕,25,afbe626c
《羊气》,6分5秒,2022--09--11 21:46:07,普通弹幕,25,78437eba
114514,2分40秒,2022--09--11 20:48:50,普通弹幕,25,955bb8d7
好想吃,0分3秒,2022--09--11 20:08:53,普通弹幕,25,b8126d1b
《炸芒果》,2分59秒,2022--09--11 18:09:26,普通弹幕,25,ce08d8a2
得吧，全是淀粉做的，真急个屁。,6分6秒,2022--09--11 09:33:14,普通弹幕,25,a04c863d
美食博主家里真是什么都有呢！,2分18秒,2022--09--11 07:19:40,普通弹幕,25,bef4b8e7
太香了,0分7秒,2022--09--10 23:45:26,普通弹幕,25,e330c109
经费爆炸,0分6秒,2022--09--10 18:35:53,普通弹幕,25,831eccea
感觉绵羊料理姐姐长的有点像我以前粉的王小薇啊,0分42秒,2022--09--10 17:42:07,底部弹幕,25,7de2819a
不要香菜！！！,1分36秒,2022--09--10 16:09:33,普通弹幕,25,99605a9a
[ohh],4分46秒,2022--09--10 15:33:52,普通弹幕,25,129a838b
你牛逼。,4分8秒,2022--09--10 15:19:34,普通弹幕,25,838141e5
太香了,0分8秒,2022--09--09 20:58:50,普通弹幕,25,7d14360f
想吃,0分10秒,2022--09--09 20:04:26,普通弹幕,25,1f7de4c3
喜欢喜欢,0分26秒,2022--09--09 19:32:10,普通弹幕,25,9e15b1f6
双汇王中王中王,6分5秒,2022--09--09 12:46:58,普通弹幕,25,ec7695c7
《稍加改良》,5分52秒,2022--09--09 07:19:07,普通弹幕,25,955bb8d7
我出50元买一个（虽然我靠教程学会了）,5分5秒,2022--09--09 07:17:59,普通弹幕,25,955bb8d7
《莲藕》,3分26秒,2022--09--09 07:15:19,普通弹幕,25,955bb8d7
《有翻车经验做出来的面包》,3分9秒,2022--09--09 07:14:43,普通弹幕,25,955bb8d7
海上钢琴师！！！！！！,5分41秒,2022--09--08 18:50:03,普通弹幕,25,928237c2
未婚夫？,2分20秒,2022--09--08 09:43:27,普通弹幕,25,31277857
挑食的踢到月球上去！>_<,1分45秒,2022--09--08 08:18:37,普通弹幕,25,d12bca05
dbq,2分36秒,2022--09--08 01:41:16,普通弹幕,25,9e2bda6f
芒果,2分51秒,2022--09--07 23:59:14,普通弹幕,25,86848fb
不要香菜！！！！！,1分53秒,2022--09--07 20:08:40,普通弹幕,25,54059eac
10-18块我都买,5分32秒,2022--09--07 15:39:39,普通弹幕,25,8cd0cb53
没看错的话这是蒜苗,1分33秒,2022--09--07 13:41:40,普通弹幕,25,e6c60ccb
‘’,2分14秒,2022--09--07 00:43:37,普通弹幕,25,17e63b97
[ohh],3分50秒,2022--09--06 19:38:40,普通弹幕,25,b9d38bba
你这是大肠包小肠吧？,3分10秒,2022--09--06 12:44:23,普通弹幕,25,79ad04b1
不要改包装，改了就不是那个王中王了,6分19秒,2022--09--06 12:20:41,普通弹幕,25,c676773a
《马苏能拉》,2分16秒,2022--09--05 22:31:41,顶部弹幕,25,73fc6484
猝不及防,6分13秒,2022--09--05 16:14:04,普通弹幕,25,d989471
市场价30起步,5分9秒,2022--09--05 15:48:12,普通弹幕,25,d61b8564
哈哈哈哈那么胖了,3分0秒,2022--09--04 23:24:36,普通弹幕,25,43db460a
流口水了,0分5秒,2022--09--04 21:58:32,普通弹幕,25,8a993254
这一只不得卖我五块！！！,5分23秒,2022--09--04 21:48:55,普通弹幕,25,bee30175
这一只不得卖我五块,5分14秒,2022--09--04 21:48:46,普通弹幕,25,bee30175
一步到胃,0分4秒,2022--09--04 21:22:36,普通弹幕,25,17ee46a3
进度条不对劲,2分42秒,2022--09--04 20:51:22,普通弹幕,25,b23e7499
我选择不加,1分35秒,2022--09--04 16:38:09,普通弹幕,25,e6dca5ae
热  狗  面  包,3分6秒,2022--09--04 15:26:10,普通弹幕,25,1760638b
像跟胡萝卜,5分3秒,2022--09--04 10:30:55,普通弹幕,25,40ebb449
但是这个也不像鸡腿啊,4分52秒,2022--09--04 10:30:44,普通弹幕,25,40ebb449
现在都2022年,0分13秒,2022--09--04 08:54:42,普通弹幕,25,d9210b00
香菜yyds,1分54秒,2022--09--04 00:59:56,普通弹幕,25,7092f8b9
一步到胃,0分7秒,2022--09--03 23:46:59,普通弹幕,25,ae5bcbc6
变形兄弟~,3分43秒,2022--09--03 21:14:52,普通弹幕,25,f09f1b1a
[ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh],3分59秒,2022--09--03 16:50:09,普通弹幕,25,8af6b9fc
经费爆炸,0分5秒,2022--09--03 14:56:06,普通弹幕,25,17ee46a3
非常的juicy,5分16秒,2022--09--03 13:42:54,顶部弹幕,25,4221fc73
《外酥里嫩》,4分0秒,2022--09--03 13:41:15,顶部弹幕,25,4221fc73
进度条不对,3分57秒,2022--09--03 13:40:57,顶部弹幕,25,4221fc73
太香了,0分6秒,2022--09--03 13:19:49,普通弹幕,25,33dd2840
甲方反悔,6分16秒,2022--09--03 11:34:01,普通弹幕,25,61835ba8
3,1分35秒,2022--09--02 21:05:21,普通弹幕,25,4d46371b
十块超过了,3分20秒,2022--09--02 20:24:51,普通弹幕,25,2a3199a8
空降04:32,5分7秒,2022--09--02 18:14:17,普通弹幕,25,e05a7bef
油条！,3分5秒,2022--09--02 15:15:38,普通弹幕,25,f806afe8
你干嘛呵呵哟？,0分37秒,2022--09--02 13:00:45,普通弹幕,25,869796ba
[ohh],5分12秒,2022--09--02 11:48:42,普通弹幕,25,f68e0fe3
[ohh],5分7秒,2022--09--02 11:48:29,普通弹幕,25,f68e0fe3
不吃香菜的叉出去,1分47秒,2022--09--02 11:44:43,普通弹幕,25,f68e0fe3
..,0分45秒,2022--09--01 11:42:23,普通弹幕,25,e89a2146
不要蒜！,1分42秒,2022--08--31 19:56:15,普通弹幕,25,c35de288
不要蒜！,1分42秒,2022--08--31 19:56:00,顶部弹幕,25,c35de288
惠灵顿鸡腿,4分9秒,2022--08--31 18:12:29,普通弹幕,25,5f027ef
进度条,2分55秒,2022--08--31 15:56:48,顶部弹幕,25,b8f91390
不要加香菜呀！,1分34秒,2022--08--30 17:35:27,普通弹幕,25,3348c79e
《拿手好戏》,2分32秒,2022--08--29 17:59:36,普通弹幕,25,8198016e
[ohh],4分43秒,2022--08--29 14:02:30,普通弹幕,25,feff6daa
[ohh],4分43秒,2022--08--29 14:02:24,普通弹幕,25,feff6daa
[ohh],4分43秒,2022--08--29 14:02:18,普通弹幕,25,feff6daa
[ohh],4分39秒,2022--08--29 14:01:55,普通弹幕,25,feff6daa
好想吃呀！！！！！！！！！！！！,0分49秒,2022--08--29 13:38:10,普通弹幕,25,c88f9cfe
鸡腿区up主,5分27秒,2022--08--28 13:50:40,普通弹幕,25,9d84b9a1
[OHHHH],4分41秒,2022--08--28 12:33:44,普通弹幕,25,933466a7
[oHHHH],4分38秒,2022--08--28 12:33:27,普通弹幕,25,933466a7
……,2分6秒,2022--08--28 12:31:07,普通弹幕,25,933466a7
乱开黄腔 棺材反光 黄小鬼,4分3秒,2022--08--27 14:44:39,顶部弹幕,25,673f0474
去当解说吧,5分10秒,2022--08--26 17:05:27,普通弹幕,25,bc465359
挑食的叉出去！,1分42秒,2022--08--26 10:03:44,顶部弹幕,25,b7e6ce39
315曝光,6分6秒,2022--08--25 18:17:31,普通弹幕,25,347431ed
12点，请饿死我,5分7秒,2022--08--25 10:39:59,普通弹幕,25,e1c52f34
不加香菜！,1分36秒,2022--08--24 20:18:47,普通弹幕,25,e1c52f34
ji,1分9秒,2022--08--24 13:12:22,普通弹幕,25,30c5324f
吃了个中鱼,0分49秒,2022--08--24 13:11:55,普通弹幕,25,30c5324f
2022前来考古,0分24秒,2022--08--23 22:47:15,普通弹幕,25,8fe0596d
好漂亮啊,4分10秒,2022--08--23 19:55:36,普通弹幕,25,c412c965
这明明是蒜苗,1分34秒,2022--08--23 19:47:12,普通弹幕,25,c412c965
美食大学:你真牛啊,5分30秒,2022--08--23 11:41:33,普通弹幕,25,61fa3ef4
《羊里羊气》,5分51秒,2022--08--23 09:57:39,普通弹幕,25,e1c52f34
哎呀哎呀，我裂开了,3分2秒,2022--08--23 09:53:48,普通弹幕,25,e1c52f34
三,1分33秒,2022--08--22 17:15:28,普通弹幕,25,e2f2da3a
张大仙,4分20秒,2022--08--22 17:05:20,普通弹幕,25,40ccb529
大仙,1分48秒,2022--08--22 17:03:48,普通弹幕,25,40ccb529
大仙,1分36秒,2022--08--22 17:03:35,普通弹幕,25,40ccb529
张大仙,1分21秒,2022--08--22 17:03:21,普通弹幕,25,40ccb529
美食区有四个字的吗？,1分9秒,2022--08--22 17:03:08,普通弹幕,25,40ccb529
怎么有点蜡笔小新的风格,6分27秒,2022--08--21 14:29:51,普通弹幕,25,68bf218c
bzzb!,4分57秒,2022--08--20 20:30:10,普通弹幕,25,20f63486
麻球,3分6秒,2022--08--20 16:26:21,普通弹幕,25,b2dec36d
为何我不买个鸡腿呢？,5分32秒,2022--08--20 15:12:39,普通弹幕,25,dc4ab30a
老铁们今天就到这，赶紧走吧！！！,5分52秒,2022--08--20 01:11:49,普通弹幕,25,7a936082
贵！,4分49秒,2022--08--20 00:01:20,普通弹幕,25,970e6e82
[ohhhh],5分0秒,2022--08--19 19:00:57,普通弹幕,25,5751e76d
一个打算买多少钱,0分38秒,2022--08--19 18:04:22,普通弹幕,25,7265229b
《图穷匕见》,5分39秒,2022--08--19 18:02:34,顶部弹幕,25,84f75a9f
美食博主家真是什么都有呢,2分17秒,2022--08--19 08:19:12,普通弹幕,25,41a33d6b
[ohh],4分20秒,2022--08--18 15:43:35,普通弹幕,25,519ffa8c
啊这,0分22秒,2022--08--18 15:33:34,普通弹幕,25,18138c95
开始吟唱！,5分2秒,2022--08--18 15:28:18,普通弹幕,25,4565f8bc
我没注册！投不了币[doge],2分40秒,2022--08--18 12:55:21,普通弹幕,18,35931134
[前方高能],4分36秒,2022--08--18 10:46:27,普通弹幕,25,832fcb82
[前方高能],3分55秒,2022--08--18 10:45:41,普通弹幕,25,832fcb82
好丑,6分32秒,2022--08--18 09:17:57,普通弹幕,25,358eaf21
hhhhhhhhhhhhhhhhhhhhhhhhh,5分2秒,2022--08--17 22:11:12,底部弹幕,25,73c1f6c8
有比摇摆羊还拉吗？（doge）,2分5秒,2022--08--17 18:36:52,普通弹幕,25,63d73e36
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,3分52秒,2022--08--17 13:47:25,普通弹幕,25,c76e6adc
完美啊，你的名字是Charlie,2分19秒,2022--08--16 16:08:12,普通弹幕,25,4d5e97c0
投币投币,2分39秒,2022--08--15 21:19:55,普通弹幕,25,63d1f0a9
哈哈哈哈，属实把我逗乐了,3分27秒,2022--08--15 20:06:48,普通弹幕,25,d0a66ae9
不要香菜。,1分22秒,2022--08--15 18:53:44,普通弹幕,25,2c84abae
你在想桃,2分35秒,2022--08--14 14:53:09,普通弹幕,18,ec7695c7
？,0分42秒,2022--08--14 14:51:03,普通弹幕,18,ec7695c7
是挺拉的,2分13秒,2022--08--13 21:27:53,顶部弹幕,25,22ef9e8e
这个拉丝好长啊啊啊啊啊啊,0分0秒,2022--08--13 14:30:59,普通弹幕,25,6a1adc5c
好想吃呀！,5分14秒,2022--08--13 14:29:27,普通弹幕,25,6a1adc5c
枣哭了,5分33秒,2022--08--13 14:18:28,普通弹幕,25,b15d093f
3 不加香菜   ,1分38秒,2022--08--11 15:43:41,普通弹幕,25,398fb291
bjm海上钢琴师插曲,5分39秒,2022--08--10 16:29:27,普通弹幕,25,b081a1ce
两个币，我要了（doeg,5分35秒,2022--08--10 13:30:33,顶部弹幕,25,645ce503
别怕变老,4分16秒,2022--08--10 13:03:20,普通弹幕,25,448914fa
美食之王（确信）,0分2秒,2022--08--10 10:15:04,普通弹幕,25,dc47fd5d
[ohh],0分39秒,2022--08--09 22:06:58,普通弹幕,25,1e9355cb
双汇！！！,6分25秒,2022--08--09 18:55:01,普通弹幕,25,b7faa173
[ohhhhhhhhhh],4分41秒,2022--08--08 22:45:13,普通弹幕,25,7eb2daa4
大姨快点在长沙开店,5分35秒,2022--08--08 18:07:03,普通弹幕,25,d4e09e1
《核弹》,0分49秒,2022--08--08 13:24:19,顶部弹幕,25,c0a18319
222,2分29秒,2022--08--08 10:04:45,普通弹幕,25,7b458cd7
一个不卖50亏死,5分41秒,2022--08--08 02:43:40,普通弹幕,25,30e79a9a
[ohhh],0分46秒,2022--08--07 15:43:42,普通弹幕,25,ade72cc2
《麦克风》,3分25秒,2022--08--07 14:14:22,普通弹幕,25,29afe167
麻圆,3分3秒,2022--08--07 13:51:36,顶部弹幕,25,df07418d
[ohhh],0分46秒,2022--08--07 01:09:20,普通弹幕,25,396cf6e0
2019:那我走？,0分16秒,2022--08--06 19:49:32,普通弹幕,25,3634fb11
这是蒜苗,1分33秒,2022--08--05 12:29:52,普通弹幕,25,431ae092
妙啊,6分20秒,2022--08--04 21:30:26,普通弹幕,25,d74924ab
[OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH],4分40秒,2022--08--04 21:28:46,普通弹幕,25,d74924ab
炸枕头,3分50秒,2022--08--04 21:27:56,普通弹幕,25,d74924ab
葫芦,3分25秒,2022--08--04 20:31:10,普通弹幕,25,8ec98b7e
爆满,3分7秒,2022--08--04 20:30:42,普通弹幕,25,8ec98b7e
翻车了,2分59秒,2022--08--04 20:30:26,普通弹幕,25,8ec98b7e
拉,2分11秒,2022--08--04 20:28:59,普通弹幕,25,8ec98b7e
no不要香菜,1分37秒,2022--08--04 20:28:15,普通弹幕,25,8ec98b7e
起床铃,5分22秒,2022--08--04 13:30:17,普通弹幕,25,6b95fbec
怎么没有2019？,0分41秒,2022--08--04 12:40:34,普通弹幕,25,2940dff8
怎么没有201？,0分26秒,2022--08--04 12:39:40,普通弹幕,25,2940dff8
讲个鬼故事：看进度条,2分41秒,2022--08--04 11:05:51,普通弹幕,25,ca1c6e4f
感觉太抽象会被当成是山寨货,6分26秒,2022--08--03 18:05:35,普通弹幕,25,22c4d79e
已加入米琪琪限定豪华午餐，103rmb一个,5分3秒,2022--08--03 00:32:35,普通弹幕,25,cc2984ab
没熟,4分6秒,2022--08--02 18:28:56,普通弹幕,25,41b328e5
哈哈哈哈哈哈哈哈哈哈,3分37秒,2022--08--02 16:29:14,普通弹幕,25,b1bd0260
哈密瓜~,3分20秒,2022--08--02 16:28:57,普通弹幕,25,b1bd0260
哈密瓜~,3分15秒,2022--08--02 16:28:52,普通弹幕,25,b1bd0260
芒果~,3分1秒,2022--08--02 16:28:38,普通弹幕,25,b1bd0260
《拉》,2分12秒,2022--08--02 16:27:49,普通弹幕,25,b1bd0260
。。。。。。。。。。,0分22秒,2022--08--02 16:25:59,普通弹幕,25,b1bd0260
hhhh,0分33秒,2022--08--01 15:42:00,普通弹幕,25,90c4f5ed
不吃香菜，挑食的叉出去。,1分56秒,2022--07--31 20:54:58,普通弹幕,25,7c6efd85
hhhhh,3分35秒,2022--07--31 17:43:09,普通弹幕,25,61576a9a
美食博主家真是什么都有啊！哈哈哈,2分15秒,2022--07--31 11:38:03,普通弹幕,25,432d55d1
不放香菜,1分33秒,2022--07--31 10:37:23,普通弹幕,25,8e25802f
香菜哒咩,1分59秒,2022--07--30 18:39:38,普通弹幕,25,65ee3cba
不吃香菜(个人是这样),1分35秒,2022--07--29 19:34:24,普通弹幕,25,6ab60140
乱开黄腔，棺材反光哦,5分28秒,2022--07--29 19:06:39,普通弹幕,25,30720516
我没得选，我都讨厌,1分40秒,2022--07--29 19:00:36,普通弹幕,25,30720516
稀,2分6秒,2022--07--29 17:18:53,普通弹幕,25,83590238
《塞进去》,1分5秒,2022--07--29 15:12:39,普通弹幕,25,accab5a4
11,2分41秒,2022--07--28 16:21:56,普通弹幕,25,f5ee0717
后口动物。。。。。。,3分26秒,2022--07--28 07:34:10,普通弹幕,25,7350a899
11111111,2分38秒,2022--07--27 21:10:16,普通弹幕,25,70391e38
no！不要香菜！,1分37秒,2022--07--27 17:25:19,普通弹幕,25,30675962
不加香菜！,1分36秒,2022--07--27 16:32:17,普通弹幕,25,d36ec830
牛油果,3分37秒,2022--07--27 10:31:15,普通弹幕,25,96a405ce
王中王中王中王中王,6分10秒,2022--07--27 09:24:50,底部弹幕,25,d0be3f59
我投资一个币！,5分18秒,2022--07--27 09:23:14,底部弹幕,25,d0be3f59
不，是国际友好手势,3分27秒,2022--07--27 09:21:08,底部弹幕,25,d0be3f59
啊哈我对香菜过敏,1分35秒,2022--07--27 02:28:11,普通弹幕,25,b557e37d
大芒果哈哈哈,2分54秒,2022--07--26 21:20:58,普通弹幕,25,28ceceb0
2020-2021,0分19秒,2022--07--26 16:48:29,普通弹幕,25,aa0f5fbe
2018,0分11秒,2022--07--26 16:47:46,普通弹幕,25,aa0f5fbe
21,0分7秒,2022--07--26 16:47:28,普通弹幕,25,aa0f5fbe
2017,0分1秒,2022--07--26 16:46:55,普通弹幕,25,aa0f5fbe
202,0分0秒,2022--07--26 16:46:29,普通弹幕,25,aa0f5fbe
真卖啦,5分39秒,2022--07--26 14:01:33,普通弹幕,25,2f1fea94
双汇必须打钱,1分7秒,2022--07--26 13:53:22,普通弹幕,25,8faf6e10
棒槌,3分23秒,2022--07--26 12:43:01,普通弹幕,25,2634107a
白菜哈哈哈哈,3分3秒,2022--07--26 12:42:31,普通弹幕,25,2634107a
炫我嘴里,5分30秒,2022--07--26 12:08:07,普通弹幕,25,1e906b90
bbaoku,0分9秒,2022--07--26 08:59:05,普通弹幕,25,80fc3e74
v.vv .vb.._..vv..vvvv....vv.vvvv...cv..v.v......vvvv.vvvvv_v.v.vvv... .. . .. ....v.c,4分44秒,2022--07--26 02:26:30,普通弹幕,25,b1f12407
这不得20,5分35秒,2022--07--25 19:49:51,普通弹幕,25,14878686
就算再好看里面也不好次啊,6分31秒,2022--07--25 19:24:20,普通弹幕,25,6256ef10
35.1度行吗,2分45秒,2022--07--25 19:19:45,普通弹幕,25,6256ef10
2022youi,0分30秒,2022--07--25 18:25:24,普通弹幕,25,aa0f5fbe
2020youili,0分29秒,2022--07--25 18:23:29,普通弹幕,25,aa0f5fbe
2021,0分16秒,2022--07--25 18:21:31,普通弹幕,25,aa0f5fbe
2020,0分12秒,2022--07--25 18:21:09,普通弹幕,25,aa0f5fbe
2018,0分6秒,2022--07--25 18:20:30,普通弹幕,25,aa0f5fbe
2017,0分1秒,2022--07--25 18:20:00,普通弹幕,25,aa0f5fbe
芒果大包,2分51秒,2022--07--25 18:17:19,普通弹幕,25,31d2b04e
手雷的那个是魔鬼吗,1分54秒,2022--07--25 18:16:16,普通弹幕,25,31d2b04e
bozhibozhibozhibozhibozhibozhibozhi,4分48秒,2022--07--25 18:13:28,普通弹幕,25,aa0f5fbe
bozhib,2分15秒,2022--07--25 18:10:43,普通弹幕,25,aa0f5fbe
有点塑普也好喜欢！！,0分37秒,2022--07--25 17:56:28,普通弹幕,25,67639702
芒果果面包,2分50秒,2022--07--25 16:27:13,普通弹幕,25,10c96380
22年双汇塌房,6分20秒,2022--07--25 14:49:51,普通弹幕,25,f3ffd835
[OHHHOHHH],5分25秒,2022--07--24 19:44:44,普通弹幕,25,c3d5fc43
[OHHH],5分9秒,2022--07--24 19:44:00,普通弹幕,25,c3d5fc43
[OHHH],5分6秒,2022--07--24 19:43:49,普通弹幕,25,c3d5fc43
相当的拉,2分12秒,2022--07--24 12:22:45,普通弹幕,25,f7baf3d5
在哪里买大姨！！！！！,4分51秒,2022--07--23 19:08:11,普通弹幕,25,34c05f70
3.钝角,1分41秒,2022--07--23 00:29:10,普通弹幕,25,6eb32a9f
美食博主家真是什么都有呢,2分18秒,2022--07--22 16:10:26,普通弹幕,25,5f7c9574
++++++++++,0分9秒,2022--07--21 21:51:41,普通弹幕,25,c223a62f
.   3+,6分7秒,2022--07--21 21:20:45,普通弹幕,25,c223a62f
柯南！,3分38秒,2022--07--21 12:49:49,普通弹幕,25,20286bc1
长沙话？,0分45秒,2022--07--21 12:46:51,普通弹幕,25,20286bc1
绵羊：2……（欲言又止）2020年……！,0分7秒,2022--07--21 11:55:59,普通弹幕,25,320b035c
人话：1小时,2分44秒,2022--07--20 19:16:46,普通弹幕,25,2be5c6ac
蛏子,3分23秒,2022--07--20 17:17:07,普通弹幕,25,2853ccdd
[ohh],0分43秒,2022--07--20 02:29:18,普通弹幕,25,d0242bd3
《烹饪经验》,3分38秒,2022--07--19 21:49:57,普通弹幕,25,6f16a0bf
芒果,3分12秒,2022--07--19 21:49:32,普通弹幕,25,6f16a0bf
.,2分18秒,2022--07--19 16:20:45,普通弹幕,25,85a7a0b9
“稍加”,5分51秒,2022--07--19 09:28:29,普通弹幕,25,91704a19
吃出了惠灵顿的感觉,5分39秒,2022--07--19 05:09:07,普通弹幕,25,32bcaa42
怎么跟个地雷似的哈哈哈哈哈哈哈,2分23秒,2022--07--19 00:20:21,顶部弹幕,25,364c6e8a
小傲想睡觉行为,4分13秒,2022--07--18 23:18:30,顶部弹幕,25,40dc8adf
真像牛排了,2分49秒,2022--07--18 23:15:29,顶部弹幕,25,40dc8adf
不像鸡腿难道像牛排吗,2分40秒,2022--07--18 23:13:54,顶部弹幕,25,40dc8adf
加一个沙拉酱会更好,0分37秒,2022--07--18 22:37:59,普通弹幕,25,40dc8adf
乱开黄腔 棺材反光 黄小鬼,3分43秒,2022--07--18 21:26:42,顶部弹幕,25,8740102a
不加香菜啊好,1分38秒,2022--07--18 16:13:49,普通弹幕,25,81eede3b
入口即化,5分24秒,2022--07--17 16:30:20,普通弹幕,25,1bfd1a4e
11,2分33秒,2022--07--17 10:34:11,普通弹幕,25,2764ccda
那倒没有,5分41秒,2022--07--16 14:21:09,普通弹幕,25,1c03792d
我还以为我来电话了,5分7秒,2022--07--16 14:20:29,普通弹幕,25,1c03792d
什么东西是黄黄外衣白白内力外皮脱下很容易,5分10秒,2022--07--15 17:50:51,普通弹幕,25,c8330c1a
像我家畸形的荔枝（确信）,3分26秒,2022--07--15 17:48:17,普通弹幕,25,c8330c1a
为什么两个选项都是香菜,1分37秒,2022--07--13 15:44:59,普通弹幕,25,8866bbad
青菜被遗弃了,1分43秒,2022--07--13 09:34:00,普通弹幕,25,7088482e
进度条不简单,3分58秒,2022--07--12 21:19:23,普通弹幕,25,868b7134
这文案牛啊hhhh,5分41秒,2022--07--12 18:40:17,普通弹幕,25,c33c3f0e
在哪里可以买到，我直接买10个,6分3秒,2022--07--12 17:38:46,普通弹幕,25,8a3ba38a
使命召唤的加蒙手雷,3分18秒,2022--07--10 18:41:08,顶部弹幕,25,81b33c8
饱满饱满到裂开了(●—●),3分7秒,2022--07--10 14:45:12,普通弹幕,25,6dbe3ad9
3,1分36秒,2022--07--09 21:58:31,普通弹幕,25,32dabd63
你不说我都没想到这玩意还能开黄腔,1分22秒,2022--07--09 19:39:05,普通弹幕,25,99d97825
有从纪录片过来的吗,0分1秒,2022--07--08 14:23:47,普通弹幕,25,6a37ce01
友情提示：别碰网红食品,0分18秒,2022--07--08 10:59:35,普通弹幕,25,fdbb3e81
下次一定,4分52秒,2022--07--08 10:06:55,普通弹幕,25,9da4c0a2
阿弥陀佛,0分1秒,2022--07--08 09:37:44,顶部弹幕,25,272b2639
这个就。。。。《下次一！！！》,6分31秒,2022--07--07 14:52:56,普通弹幕,25,34c05f70
放心，已经点了！！！,5分42秒,2022--07--07 14:51:23,普通弹幕,25,34c05f70
一键三连走起！！！,5分3秒,2022--07--07 14:50:35,普通弹幕,25,34c05f70
直接变油条,3分5秒,2022--07--07 14:48:20,普通弹幕,25,34c05f70
好馋呀！,0分15秒,2022--07--07 10:10:50,普通弹幕,25,c3d5fc43
这不小次郎吗，怎么整容了（doge）,0分27秒,2022--07--06 17:20:40,普通弹幕,25,3affafd0
起名指导：永带妹,5分23秒,2022--07--06 12:20:50,普通弹幕,25,cdce306b
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈hhh,5分2秒,2022--07--06 08:56:03,普通弹幕,25,5a3c7073
做的很好，能量产吗【doge】,0分47秒,2022--07--04 20:31:49,普通弹幕,25,983c7187
火腿肠会不会被烤的烂掉啊,2分43秒,2022--07--04 16:50:51,普通弹幕,25,5b16eb4c
皮呢,0分0秒,2022--07--03 16:48:42,普通弹幕,25,433d613d
没皮没灵魂,0分0秒,2022--07--03 16:48:27,普通弹幕,25,433d613d
？,3分28秒,2022--07--03 12:35:01,普通弹幕,25,5ba6391c
2019年说你礼貌吗？,0分10秒,2022--07--03 11:00:02,普通弹幕,25,211150d5
每周必看,0分6秒,2022--07--03 00:48:24,普通弹幕,25,360c0466
每周必看,0分5秒,2022--07--03 00:48:18,普通弹幕,25,360c0466
每周必看,0分1秒,2022--07--03 00:48:10,普通弹幕,25,360c0466
林擒（大喜）,3分25秒,2022--07--02 22:11:23,普通弹幕,25,d5bbdbce
这项目，我王多鱼投了！,5分0秒,2022--07--02 21:01:07,普通弹幕,25,8964270b
我们这的大润发一直在卖麻薯,0分11秒,2022--07--02 20:02:14,底部弹幕,25,ac608ff7
在下泡面，指教了,4分29秒,2022--07--02 18:18:36,顶部弹幕,25,8a8fba7c
不是 是真的不对劲儿 ,1分21秒,2022--07--02 12:52:45,底部弹幕,25,4ccaf230
对暗号：315,6分2秒,2022--06--29 08:39:13,底部弹幕,25,7d16b3f5
哇哇哇哇哇哇哇哇哇哇哇哇,5分46秒,2022--06--28 13:03:16,普通弹幕,25,142f4c94
wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa wa w,5分37秒,2022--06--28 13:02:08,普通弹幕,25,142f4c94
我想吃,5分25秒,2022--06--28 13:00:44,普通弹幕,25,142f4c94
吗y,5分8秒,2022--06--28 12:59:53,普通弹幕,25,142f4c94
 美食博主的家里真是什么都有呢～,2分20秒,2022--06--27 13:22:46,普通弹幕,25,3111d179
老婆好美,4分59秒,2022--06--26 22:01:14,普通弹幕,25,e96074da
杂鸡,2分2秒,2022--06--26 20:17:50,普通弹幕,25,e3b228ed
香菜呢,1分40秒,2022--06--26 18:12:58,普通弹幕,25,9d2b5677
315时代前来考古,6分27秒,2022--06--26 09:02:41,普通弹幕,25,b33abe66
下次一定,4分53秒,2022--06--25 16:26:32,普通弹幕,25,abea4850
大碗拿铁快乐机,2分14秒,2022--06--21 08:09:40,顶部弹幕,25,de5322eb
2.5元，不能再多了,5分30秒,2022--06--20 23:29:47,普通弹幕,25,8801785f
《亿些》,0分59秒,2022--06--20 17:49:09,普通弹幕,25,8ef6464e
